Dataset,Iteration,Type,Gap,DiagDiff,OverlapFactor,MinAnchors,Score
Dataset1,88,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,88,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,89,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,89,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,89,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,89,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,89,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,89,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,89,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,89,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,90,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,90,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,90,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,90,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,90,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,90,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,90,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,90,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,91,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,91,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,91,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,91,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,91,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,91,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,91,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,91,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,92,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,92,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,92,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,92,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,92,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,92,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,92,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,92,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,92,Jump,359,191,0.35,2,29328
Dataset1,93,Explore_max_gap_Inc(M1),369,191,0.35,2,29069
Dataset1,93,Explore_max_gap_Dec(M1),349,191,0.35,2,29328
Dataset1,93,Explore_max_diag_diff_Inc(M1),359,201,0.35,2,29328
Dataset1,93,Explore_max_diag_diff_Dec(M1),359,181,0.35,2,29328
Dataset1,93,Explore_overlap_factor_Inc(M1),359,191,0.4,2,29328
Dataset1,93,Explore_overlap_factor_Dec(M1),359,191,0.3,2,29331
Dataset1,93,Explore_min_anchors_Inc(M1),359,191,0.35,3,29328
Dataset1,93,Explore_min_anchors_Dec(M1),359,191,0.35,1,29328
Dataset1,93,TryCombined,359,191,0.3,2,29331
Dataset1,93,Update,359,191,0.3,2,29331
Dataset1,94,Explore_max_gap_Inc(M0.9),368,191,0.3,2,29068
Dataset1,94,Explore_max_gap_Dec(M0.9),350,191,0.3,2,29331
Dataset1,94,Explore_max_diag_diff_Inc(M0.9),359,200,0.3,2,29331
Dataset1,94,Explore_max_diag_diff_Dec(M0.9),359,182,0.3,2,29331
Dataset1,94,Explore_overlap_factor_Inc(M1.2),359,191,0.35,2,29328
Dataset1,94,Explore_overlap_factor_Dec(M1.2),359,191,0.25,2,29331
Dataset1,94,Explore_min_anchors_Inc(M0.9),359,191,0.3,3,29331
Dataset1,94,Explore_min_anchors_Dec(M0.9),359,191,0.3,1,29331
Dataset1,95,Explore_max_gap_Inc(M0.63),365,191,0.3,2,29068
Dataset1,95,Explore_max_gap_Dec(M0.63),353,191,0.3,2,29331
Dataset1,95,Explore_max_diag_diff_Inc(M0.63),359,197,0.3,2,29331
Dataset1,95,Explore_max_diag_diff_Dec(M0.63),359,185,0.3,2,29331
Dataset1,95,Explore_overlap_factor_Inc(M0.84),359,191,0.35,2,29328
Dataset1,95,Explore_overlap_factor_Dec(M0.84),359,191,0.25,2,29331
Dataset1,95,Explore_min_anchors_Inc(M0.63),359,191,0.3,3,29331
Dataset1,95,Explore_min_anchors_Dec(M0.63),359,191,0.3,1,29331
Dataset1,96,Explore_max_gap_Inc(M0.441),363,191,0.3,2,29068
Dataset1,96,Explore_max_gap_Dec(M0.441),355,191,0.3,2,29331
Dataset1,96,Explore_max_diag_diff_Inc(M0.441),359,195,0.3,2,29331
Dataset1,96,Explore_max_diag_diff_Dec(M0.441),359,187,0.3,2,29331
Dataset1,96,Explore_overlap_factor_Inc(M0.588),359,191,0.35,2,29328
Dataset1,96,Explore_overlap_factor_Dec(M0.588),359,191,0.25,2,29331
Dataset1,96,Explore_min_anchors_Inc(M0.441),359,191,0.3,3,29331
Dataset1,96,Explore_min_anchors_Dec(M0.441),359,191,0.3,1,29331
Dataset1,97,Explore_max_gap_Inc(M0.3087),362,191,0.3,2,29331
Dataset1,97,Explore_max_gap_Dec(M0.3087),356,191,0.3,2,29331
Dataset1,97,Explore_max_diag_diff_Inc(M0.3087),359,194,0.3,2,29331
Dataset1,97,Explore_max_diag_diff_Dec(M0.3087),359,188,0.3,2,29331
Dataset1,97,Explore_overlap_factor_Inc(M0.4116),359,191,0.3,2,29331
Dataset1,97,Explore_overlap_factor_Dec(M0.4116),359,191,0.3,2,29331
Dataset1,97,Explore_min_anchors_Inc(M0.3087),359,191,0.3,3,29331
Dataset1,97,Explore_min_anchors_Dec(M0.3087),359,191,0.3,1,29331
Dataset1,98,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,98,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,98,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,98,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,98,Explore_overlap_factor_Inc(M0.28812),359,191,0.3,2,29331
Dataset1,98,Explore_overlap_factor_Dec(M0.28812),359,191,0.3,2,29331
Dataset1,98,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,98,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,99,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,99,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,99,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,99,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,99,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,99,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,99,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,99,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,100,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,100,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,100,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,100,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,100,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,100,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,100,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,100,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,101,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,101,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,101,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,101,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,101,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,101,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,101,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,101,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,102,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,102,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,102,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,102,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,102,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,102,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,102,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,102,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,103,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,103,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,103,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,103,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,103,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,103,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,103,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,103,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,104,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,104,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,104,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,104,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,104,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,104,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,104,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,104,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,105,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,105,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,105,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,105,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,105,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,105,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,105,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,105,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,106,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,106,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,106,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,106,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,106,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,106,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,106,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,106,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,107,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,107,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,107,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,107,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,107,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,107,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,107,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,107,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,108,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,108,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,108,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,108,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,108,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,108,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,108,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,108,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,109,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,109,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,109,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,109,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,109,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,109,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,109,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,109,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,110,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,110,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,110,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,110,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,110,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,110,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,110,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,110,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
Dataset1,111,Explore_max_gap_Inc(M0.25),361,191,0.3,2,29331
Dataset1,111,Explore_max_gap_Dec(M0.25),357,191,0.3,2,29331
Dataset1,111,Explore_max_diag_diff_Inc(M0.25),359,193,0.3,2,29331
Dataset1,111,Explore_max_diag_diff_Dec(M0.25),359,189,0.3,2,29331
Dataset1,111,Explore_overlap_factor_Inc(M0.25),359,191,0.3,2,29331
Dataset1,111,Explore_overlap_factor_Dec(M0.25),359,191,0.3,2,29331
Dataset1,111,Explore_min_anchors_Inc(M0.25),359,191,0.3,3,29331
Dataset1,111,Explore_min_anchors_Dec(M0.25),359,191,0.3,1,29331
